index,triad_id,original_id,critique_id,response_id,issn,original_year,critique_year,response_year,original_is_oa,critique_is_oa,response_is_oa,all_oa,author_jacard,strictly_transitive,multi_issue,distinct_pdf_urls,multi_critique,extended_by,extends
305,W2741844194_W2776409537_W2780086612,https://openalex.org/W2741844194,https://openalex.org/W2776409537,https://openalex.org/W2780086612,0002-9637,2017,2017,2017,1,1,1,1,1.0,1,1,1.0,,,
306,W2768518141_W2805776336_W4237893294,https://openalex.org/W2768518141,https://openalex.org/W2805776336,https://openalex.org/W4237893294,0002-9637,2018,2018,2018,1,1,1,1,1.0,1,1,1.0,,,
307,W3000310432_W3157946370_W3158032728,https://openalex.org/W3000310432,https://openalex.org/W3157946370,https://openalex.org/W3158032728,0003-0007,2020,2021,2021,1,1,1,1,1.0,0,1,1.0,,,
308,W4213166939_W4308790808_W4308790762,https://openalex.org/W4213166939,https://openalex.org/W4308790808,https://openalex.org/W4308790762,0003-0007,2022,2022,2022,1,1,1,1,1.0,1,1,1.0,,,
309,W2065950718_W2075323367_W2084708883,https://openalex.org/W2065950718,https://openalex.org/W2075323367,https://openalex.org/W2084708883,0003-0007,2012,2013,2013,1,1,1,1,0.65,1,1,1.0,,,
310,W1110309252_W2943934269_W2944517964,https://openalex.org/W1110309252,https://openalex.org/W2943934269,https://openalex.org/W2944517964,0003-0147,2015,2019,2019,1,1,1,1,0.5,1,1,1.0,,,
311,W2072302192_W2150216726_W2169309941,https://openalex.org/W2072302192,https://openalex.org/W2150216726,https://openalex.org/W2169309941,0003-1569,1992,1996,1996,1,1,1,1,0.5,0,0,1.0,,,
312,W2526986311_W2623616333_W2755291815,https://openalex.org/W2526986311,https://openalex.org/W2623616333,https://openalex.org/W2755291815,0003-2409,2016,2017,2017,1,1,1,1,1.0,1,1,1.0,,,
313,W2955094022_W2971436947_W2971385903,https://openalex.org/W2955094022,https://openalex.org/W2971436947,https://openalex.org/W2971385903,0003-2409,2019,2019,2019,1,1,1,1,1.0,1,1,1.0,,,
314,W2945307343_W2972251597_W2971643312,https://openalex.org/W2945307343,https://openalex.org/W2972251597,https://openalex.org/W2971643312,0003-2409,2019,2019,2019,1,1,1,1,1.0,1,0,1.0,,,
315,W2913694313_W2988295323_W2985030720,https://openalex.org/W2913694313,https://openalex.org/W2988295323,https://openalex.org/W2985030720,0003-2409,2019,2019,2019,1,1,1,1,0.6666666666666666,1,1,1.0,,,
316,W2794773488_W2961190837_W2958939967,https://openalex.org/W2794773488,https://openalex.org/W2961190837,https://openalex.org/W2958939967,0003-2409,2018,2019,2019,1,1,1,1,0.5,1,0,1.0,,,
317,W2922479715_W2957179474_W2961785430,https://openalex.org/W2922479715,https://openalex.org/W2957179474,https://openalex.org/W2961785430,0003-2409,2019,2019,2019,1,1,1,1,1.0,1,1,1.0,,,
318,W2944586149_W2965532201_W2964756725,https://openalex.org/W2944586149,https://openalex.org/W2965532201,https://openalex.org/W2964756725,0003-2409,2019,2019,2019,1,1,1,1,0.6,1,1,1.0,,,
319,W2944295582_W2992369909_W2993856100,https://openalex.org/W2944295582,https://openalex.org/W2992369909,https://openalex.org/W2993856100,0003-2409,2019,2019,2019,1,1,1,1,1.0,1,1,1.0,,,
320,W2946160188_W2991848749_W2994492746,https://openalex.org/W2946160188,https://openalex.org/W2991848749,https://openalex.org/W2994492746,0003-2409,2019,2019,2019,1,1,1,1,0.7142857142857143,1,1,1.0,,,
321,W2948885919_W3000175537_W4205968004,https://openalex.org/W2948885919,https://openalex.org/W3000175537,https://openalex.org/W4205968004,0003-2409,2019,2020,2020,1,1,1,1,0.8333333333333334,1,1,1.0,,,
322,W4243100767_W3005179136_W2965641812,https://openalex.org/W4243100767,https://openalex.org/W3005179136,https://openalex.org/W2965641812,0003-2409,2019,2020,2020,1,1,1,1,1.0,1,1,1.0,,,
323,W2968580495_W3005009571_W3004924499,https://openalex.org/W2968580495,https://openalex.org/W3005009571,https://openalex.org/W3004924499,0003-2409,2019,2020,2020,1,1,1,1,1.0,1,1,1.0,,,
324,W2969587490_W3009193656_W4247970355,https://openalex.org/W2969587490,https://openalex.org/W3009193656,https://openalex.org/W4247970355,0003-2409,2019,2020,2020,1,1,1,1,1.0,1,1,1.0,,,
325,W2980885831_W3016733891_W3017376793,https://openalex.org/W2980885831,https://openalex.org/W3016733891,https://openalex.org/W3017376793,0003-2409,2019,2020,2020,1,1,1,1,1.0,1,1,1.0,,,
326,W3015002794_W3031543681_W3032246908,https://openalex.org/W3015002794,https://openalex.org/W3031543681,https://openalex.org/W3032246908,0003-2409,2020,2020,2020,1,1,1,1,1.0,1,1,1.0,,,
327,W3015002794_W3017118587_W3034075548,https://openalex.org/W3015002794,https://openalex.org/W3017118587,https://openalex.org/W3034075548,0003-2409,2020,2020,2020,1,1,1,1,1.0,1,1,1.0,,,
328,W2974809053_W3031789594_W3030366599,https://openalex.org/W2974809053,https://openalex.org/W3031789594,https://openalex.org/W3030366599,0003-2409,2019,2020,2020,1,1,1,1,1.0,1,1,1.0,,,
329,W2991682381_W3037460579_W3037312868,https://openalex.org/W2991682381,https://openalex.org/W3037460579,https://openalex.org/W3037312868,0003-2409,2019,2020,2020,1,1,1,1,0.6,1,1,1.0,,,
330,W3006297225_W3037321019_W3037717652,https://openalex.org/W3006297225,https://openalex.org/W3037321019,https://openalex.org/W3037717652,0003-2409,2020,2020,2020,1,1,1,1,0.6,1,1,1.0,,,
331,W3089861400_W3111617417_W3125295990,https://openalex.org/W3089861400,https://openalex.org/W3111617417,https://openalex.org/W3125295990,0003-2409,2020,2020,2021,1,1,1,1,0.5714285714285714,1,1,1.0,,,
332,W4387840762_W4391658606_W4392513704,https://openalex.org/W4387840762,https://openalex.org/W4391658606,https://openalex.org/W4392513704,0003-2409,2023,2024,2024,1,1,1,1,0.6,1,1,1.0,,,
333,W3013670606_W3014811793_W3014293440,https://openalex.org/W3013670606,https://openalex.org/W3014811793,https://openalex.org/W3014293440,0003-2999,2020,2020,2020,1,1,1,1,1.0,1,0,1.0,,,
334,W3016811145_W3025351615_W3025366834,https://openalex.org/W3016811145,https://openalex.org/W3025351615,https://openalex.org/W3025366834,0003-2999,2020,2020,2020,1,1,1,1,1.0,1,1,1.0,,,
335,W3015929026_W3024920100_W4247163264,https://openalex.org/W3015929026,https://openalex.org/W3024920100,https://openalex.org/W4247163264,0003-2999,2020,2020,2020,1,1,1,1,1.0,1,1,1.0,,,
336,W3013820434_W3034148954_W3033466388,https://openalex.org/W3013820434,https://openalex.org/W3034148954,https://openalex.org/W3033466388,0003-2999,2020,2020,2020,1,1,1,1,1.0,1,1,1.0,,,
337,W3026670925_W3043218869_W3042719342,https://openalex.org/W3026670925,https://openalex.org/W3043218869,https://openalex.org/W3042719342,0003-2999,2020,2020,2020,1,1,1,1,1.0,1,1,1.0,,,
338,W3023850101_W3044028511_W3045081547,https://openalex.org/W3023850101,https://openalex.org/W3044028511,https://openalex.org/W3045081547,0003-2999,2020,2020,2020,1,1,1,1,0.8571428571428571,1,1,1.0,,,
339,W3016811145_W3042463316_W4205936690,https://openalex.org/W3016811145,https://openalex.org/W3042463316,https://openalex.org/W4205936690,0003-2999,2020,2020,2020,1,1,1,1,1.0,1,1,1.0,,,
340,W2336019011_W2405878514_W2410144698,https://openalex.org/W2336019011,https://openalex.org/W2405878514,https://openalex.org/W2410144698,0003-3197,2016,2016,2016,1,1,1,1,1.0,1,1,1.0,,,
341,W2004415088_W2368868360_W2091270262,https://openalex.org/W2004415088,https://openalex.org/W2368868360,https://openalex.org/W2091270262,0003-3022,2008,2009,2009,1,1,1,1,0.5833333333333334,0,1,1.0,,,
342,W2958601828_W3007562756_W3008218732,https://openalex.org/W2958601828,https://openalex.org/W3007562756,https://openalex.org/W3008218732,0003-3022,2019,2020,2020,1,1,1,1,0.5,1,1,1.0,,,
343,W2961010871_W3011441834_W3011663821,https://openalex.org/W2961010871,https://openalex.org/W3011441834,https://openalex.org/W3011663821,0003-3022,2019,2020,2020,1,1,1,1,1.0,1,1,1.0,,,
344,W2972698744_W3014758356_W3015149852,https://openalex.org/W2972698744,https://openalex.org/W3014758356,https://openalex.org/W3015149852,0003-3022,2019,2020,2020,1,1,1,1,0.8,1,1,1.0,,,
345,W2959300591_W3016305178_W3017005390,https://openalex.org/W2959300591,https://openalex.org/W3016305178,https://openalex.org/W3017005390,0003-3022,2019,2020,2020,1,1,1,1,1.0,1,1,1.0,,,
346,W4211264050_W3025435833_W3025566678,https://openalex.org/W4211264050,https://openalex.org/W3025435833,https://openalex.org/W3025566678,0003-3022,2020,2020,2020,1,1,1,1,0.5714285714285714,1,0,1.0,,,
347,W3011195000_W3033792957_W4205258456,https://openalex.org/W3011195000,https://openalex.org/W3033792957,https://openalex.org/W4205258456,0003-3022,2020,2020,2020,1,1,1,1,1.0,1,1,1.0,,,
348,W2972678014_W3035882164_W4211171671,https://openalex.org/W2972678014,https://openalex.org/W3035882164,https://openalex.org/W4211171671,0003-3022,2020,2020,2020,1,1,1,1,0.5,1,1,1.0,,,
349,W3012309902_W3038868498_W3035999078,https://openalex.org/W3012309902,https://openalex.org/W3038868498,https://openalex.org/W3035999078,0003-3022,2020,2020,2020,1,1,1,1,0.6,1,1,1.0,,,
350,W2995660213_W3042687389_W3042518912,https://openalex.org/W2995660213,https://openalex.org/W3042687389,https://openalex.org/W3042518912,0003-3022,2020,2020,2020,1,1,1,1,1.0,1,1,1.0,,,
351,W3086604228_W3136158366_W3136871666,https://openalex.org/W3086604228,https://openalex.org/W3136158366,https://openalex.org/W3136871666,0003-3022,2020,2021,2021,1,1,1,1,1.0,1,0,1.0,,,
352,W3119774847_W3187334111_W3187409613,https://openalex.org/W3119774847,https://openalex.org/W3187334111,https://openalex.org/W3187409613,0003-3022,2021,2021,2021,1,1,1,1,1.0,1,0,1.0,,,
353,W3113567772_W3191267250_W3192374846,https://openalex.org/W3113567772,https://openalex.org/W3191267250,https://openalex.org/W3192374846,0003-3022,2020,2021,2021,1,1,1,1,1.0,1,0,1.0,,,
354,W4210419725_W4225995940_W4226053967,https://openalex.org/W4210419725,https://openalex.org/W4225995940,https://openalex.org/W4226053967,0003-3022,2021,2021,2021,1,1,1,1,1.0,1,0,1.0,,,
355,W3159205361_W4225531210_W4226142939,https://openalex.org/W3159205361,https://openalex.org/W4225531210,https://openalex.org/W4226142939,0003-3022,2021,2021,2021,1,1,1,1,0.5,1,0,1.0,,,
356,W2032303029_W2000170781_W2018432458,https://openalex.org/W2032303029,https://openalex.org/W2000170781,https://openalex.org/W2018432458,0003-3022,1997,1998,1998,1,1,1,1,1.0,1,1,1.0,,,
357,W2141888832_W2001314247_W2137249409,https://openalex.org/W2141888832,https://openalex.org/W2001314247,https://openalex.org/W2137249409,0003-3022,2000,2002,2002,1,1,1,1,0.5555555555555556,0,1,1.0,,,
358,W1982859499_W1985932095_W2072560145,https://openalex.org/W1982859499,https://openalex.org/W1985932095,https://openalex.org/W2072560145,0003-3804,2010,2011,2011,1,1,1,1,1.0,0,1,1.0,,,
359,W2918821123_W2985660857_W2983811913,https://openalex.org/W2918821123,https://openalex.org/W2985660857,https://openalex.org/W2983811913,0003-4932,2019,2019,2019,1,1,1,1,1.0,1,1,1.0,,,
360,W2270756512_W2148233825_W2174371591,https://openalex.org/W2270756512,https://openalex.org/W2148233825,https://openalex.org/W2174371591,0003-4967,2015,2015,2015,1,1,1,1,0.5,1,1,1.0,,,
361,W2169773326_W2169307567_W2161634440,https://openalex.org/W2169773326,https://openalex.org/W2169307567,https://openalex.org/W2161634440,0003-4967,2015,2015,2015,1,1,1,1,1.0,1,1,1.0,,,
362,W2179986300_W2466515998_W2508801770,https://openalex.org/W2179986300,https://openalex.org/W2466515998,https://openalex.org/W2508801770,0003-4967,2015,2016,2016,1,1,1,1,1.0,1,1,1.0,,,
363,W1958389947_W2219425446_W2199697317,https://openalex.org/W1958389947,https://openalex.org/W2219425446,https://openalex.org/W2199697317,0003-4967,2015,2015,2015,1,1,1,1,1.0,1,1,1.0,,,
364,W2155048035_W2298304950_W2279237194,https://openalex.org/W2155048035,https://openalex.org/W2298304950,https://openalex.org/W2279237194,0003-4967,2015,2016,2016,1,1,1,1,0.5,1,1,1.0,,,
365,W2276816375_W2313623113_W2345678911,https://openalex.org/W2276816375,https://openalex.org/W2313623113,https://openalex.org/W2345678911,0003-4967,2016,2016,2016,1,1,1,1,0.75,1,1,1.0,,,
366,W2337976321_W2400242342_W2416228305,https://openalex.org/W2337976321,https://openalex.org/W2400242342,https://openalex.org/W2416228305,0003-4967,2016,2016,2016,1,1,1,1,1.0,1,1,1.0,,,
367,W2322703810_W2399720586_W2461875542,https://openalex.org/W2322703810,https://openalex.org/W2399720586,https://openalex.org/W2461875542,0003-4967,2016,2016,2016,1,1,1,1,0.875,1,1,1.0,,,
368,W2397857186_W2461547878_W2493026419,https://openalex.org/W2397857186,https://openalex.org/W2461547878,https://openalex.org/W2493026419,0003-4967,2016,2016,2016,1,1,1,1,0.6,1,1,1.0,,,
369,W2563583703_W2592769050_W2593042491,https://openalex.org/W2563583703,https://openalex.org/W2592769050,https://openalex.org/W2593042491,0003-4967,2017,2017,2017,1,1,1,1,0.6363636363636364,1,1,1.0,,,
370,W4237248115_W2530636568_W2559096507,https://openalex.org/W4237248115,https://openalex.org/W2530636568,https://openalex.org/W2559096507,0003-4967,2016,2016,2016,1,1,1,1,0.8,1,1,1.0,,,
371,W2624344118_W2737567623_W2748234469,https://openalex.org/W2624344118,https://openalex.org/W2737567623,https://openalex.org/W2748234469,0003-4967,2017,2017,2017,1,1,1,1,0.6666666666666666,1,0,1.0,,,
372,W2772680215_W2897797783_W2899260597,https://openalex.org/W2772680215,https://openalex.org/W2897797783,https://openalex.org/W2899260597,0003-4967,2017,2018,2018,1,1,1,1,1.0,1,1,1.0,,,
373,W2894765079_W2898994073_W2900088289,https://openalex.org/W2894765079,https://openalex.org/W2898994073,https://openalex.org/W2900088289,0003-4967,2018,2018,2018,1,1,1,1,0.8,1,0,1.0,,,
374,W2763901799_W2787661995_W2785373530,https://openalex.org/W2763901799,https://openalex.org/W2787661995,https://openalex.org/W2785373530,0003-4967,2017,2018,2018,1,1,1,1,0.6666666666666666,1,1,1.0,,,
375,W2765713391_W2799503562_W2803775008,https://openalex.org/W2765713391,https://openalex.org/W2799503562,https://openalex.org/W2803775008,0003-4967,2017,2018,2018,1,1,1,1,1.0,1,1,1.0,,,
376,W2909388530_W2965056245_W2965802795,https://openalex.org/W2909388530,https://openalex.org/W2965056245,https://openalex.org/W2965802795,0003-4967,2019,2019,2019,1,1,1,1,0.6666666666666666,1,1,1.0,,,
377,W2938775368_W2968192954_W2967663816,https://openalex.org/W2938775368,https://openalex.org/W2968192954,https://openalex.org/W2967663816,0003-4967,2019,2019,2019,1,1,1,1,1.0,1,1,1.0,,,
378,W2900361267_W2907833802_W2913167996,https://openalex.org/W2900361267,https://openalex.org/W2907833802,https://openalex.org/W2913167996,0003-4967,2018,2019,2019,1,1,1,1,1.0,1,1,1.0,,,
379,W2905341752_W2912035218_W2913650270,https://openalex.org/W2905341752,https://openalex.org/W2912035218,https://openalex.org/W2913650270,0003-4967,2018,2019,2019,1,1,1,1,0.9,1,1,1.0,,,
380,W2756881422_W2943183071_W2944526515,https://openalex.org/W2756881422,https://openalex.org/W2943183071,https://openalex.org/W2944526515,0003-4967,2017,2019,2019,1,1,1,1,1.0,1,1,1.0,,,
381,W2909388530_W2945703272_W2951517406,https://openalex.org/W2909388530,https://openalex.org/W2945703272,https://openalex.org/W2951517406,0003-4967,2019,2019,2019,1,1,1,1,0.6666666666666666,1,1,1.0,,,
382,W2974930527_W2982054622_W2982028275,https://openalex.org/W2974930527,https://openalex.org/W2982054622,https://openalex.org/W2982028275,0003-4967,2019,2019,2019,1,1,1,1,1.0,1,1,1.0,,,
383,W2980072574_W2989681134_W2991563127,https://openalex.org/W2980072574,https://openalex.org/W2989681134,https://openalex.org/W2991563127,0003-4967,2019,2019,2019,1,1,1,1,1.0,1,1,1.0,,,
384,W2974930527_W2990962157_W2993339497,https://openalex.org/W2974930527,https://openalex.org/W2990962157,https://openalex.org/W2993339497,0003-4967,2019,2019,2019,1,1,1,1,1.0,1,0,1.0,,,
385,W3016647362_W3032931487_W3033436412,https://openalex.org/W3016647362,https://openalex.org/W3032931487,https://openalex.org/W3033436412,0003-4967,2020,2020,2020,1,1,1,1,1.0,1,1,1.0,,,
386,W2809258063_W2967446301_W2969852151,https://openalex.org/W2809258063,https://openalex.org/W2967446301,https://openalex.org/W2969852151,0003-4967,2018,2019,2019,1,1,1,1,1.0,1,1,1.0,,,
387,W2794001406_W2972125162_W2973769356,https://openalex.org/W2794001406,https://openalex.org/W2972125162,https://openalex.org/W2973769356,0003-4967,2018,2019,2019,1,1,1,1,1.0,1,1,1.0,,,
388,W3040480243_W3089742996_W3089371090,https://openalex.org/W3040480243,https://openalex.org/W3089742996,https://openalex.org/W3089371090,0003-4967,2020,2020,2020,1,1,1,1,1.0,1,1,1.0,,,
389,W3044915338_W3101004177_W3101208665,https://openalex.org/W3044915338,https://openalex.org/W3101004177,https://openalex.org/W3101208665,0003-4967,2020,2020,2020,1,1,1,1,1.0,1,1,1.0,,,
390,W2990527038_W3000699186_W3000575450,https://openalex.org/W2990527038,https://openalex.org/W3000699186,https://openalex.org/W3000575450,0003-4967,2019,2020,2020,1,1,1,1,1.0,1,1,1.0,,,
391,W2909781313_W2996509220_W3000739514,https://openalex.org/W2909781313,https://openalex.org/W2996509220,https://openalex.org/W3000739514,0003-4967,2019,2019,2020,1,1,1,1,0.5,1,1,1.0,,,
392,W2998849374_W3003122359_W3000821666,https://openalex.org/W2998849374,https://openalex.org/W3003122359,https://openalex.org/W3000821666,0003-4967,2020,2020,2020,1,1,1,1,1.0,1,1,1.0,,,
393,W3023069164_W3033396067_W3033979783,https://openalex.org/W3023069164,https://openalex.org/W3033396067,https://openalex.org/W3033979783,0003-4967,2020,2020,2020,1,1,1,1,0.5,1,1,1.0,,,
394,W2998116012_W3036527978_W3036841614,https://openalex.org/W2998116012,https://openalex.org/W3036527978,https://openalex.org/W3036841614,0003-4967,2020,2020,2020,1,1,1,1,1.0,1,1,1.0,,,
395,W3020522844_W3044402996_W3044462390,https://openalex.org/W3020522844,https://openalex.org/W3044402996,https://openalex.org/W3044462390,0003-4967,2020,2020,2020,1,1,1,1,1.0,1,1,1.0,,,
396,W3025520534_W3047251075_W3047474930,https://openalex.org/W3025520534,https://openalex.org/W3047251075,https://openalex.org/W3047474930,0003-4967,2020,2020,2020,1,1,1,1,1.0,1,1,1.0,,,
397,W3025520534_W3047612087_W3047532229,https://openalex.org/W3025520534,https://openalex.org/W3047612087,https://openalex.org/W3047532229,0003-4967,2020,2020,2020,1,1,1,1,1.0,1,1,1.0,,,
398,W2195521042_W3089023719_W3089052999,https://openalex.org/W2195521042,https://openalex.org/W3089023719,https://openalex.org/W3089052999,0003-4967,2020,2020,2020,1,1,1,1,0.7272727272727273,1,1,1.0,,,
399,W3008610828_W3096099345_W3097358948,https://openalex.org/W3008610828,https://openalex.org/W3096099345,https://openalex.org/W3097358948,0003-4967,2020,2020,2020,1,1,1,1,1.0,1,1,1.0,,,
400,W3036829854_W3121477833_W3123807190,https://openalex.org/W3036829854,https://openalex.org/W3121477833,https://openalex.org/W3123807190,0003-4967,2020,2021,2021,1,1,1,1,1.0,1,1,1.0,,,
401,W3085311162_W3120589706_W3118571998,https://openalex.org/W3085311162,https://openalex.org/W3120589706,https://openalex.org/W3118571998,0003-4967,2020,2021,2021,1,1,1,1,0.5,1,1,1.0,,,
402,W3112299642_W3127359938_W3126628705,https://openalex.org/W3112299642,https://openalex.org/W3127359938,https://openalex.org/W3126628705,0003-4967,2020,2021,2021,1,1,1,1,0.7777777777777778,1,0,1.0,,,
403,W3092440431_W3128286607_W3126974294,https://openalex.org/W3092440431,https://openalex.org/W3128286607,https://openalex.org/W3126974294,0003-4967,2020,2021,2021,1,1,1,1,0.5,1,1,1.0,,,
404,W3081530624_W3132269182_W3132856210,https://openalex.org/W3081530624,https://openalex.org/W3132269182,https://openalex.org/W3132856210,0003-4967,2020,2021,2021,1,1,1,1,0.8333333333333334,1,1,1.0,,,
405,W3035269187_W3128971642_W3126425554,https://openalex.org/W3035269187,https://openalex.org/W3128971642,https://openalex.org/W3126425554,0003-4967,2020,2021,2021,1,1,1,1,0.6,1,1,1.0,,,
406,W3152702786_W3163266691_W3160012201,https://openalex.org/W3152702786,https://openalex.org/W3163266691,https://openalex.org/W3160012201,0003-4967,2021,2021,2021,1,1,1,1,1.0,1,1,1.0,,,
407,W3107653579_W3162466771_W3160186246,https://openalex.org/W3107653579,https://openalex.org/W3162466771,https://openalex.org/W3160186246,0003-4967,2020,2021,2021,1,1,1,1,0.5714285714285714,1,1,1.0,,,
408,W3152702786_W3167788075_W3169646822,https://openalex.org/W3152702786,https://openalex.org/W3167788075,https://openalex.org/W3169646822,0003-4967,2021,2021,2021,1,1,1,1,1.0,1,1,1.0,,,
409,W3092289522_W3189908776_W3192955570,https://openalex.org/W3092289522,https://openalex.org/W3189908776,https://openalex.org/W3192955570,0003-4967,2020,2021,2021,1,1,1,1,1.0,1,1,1.0,,,
410,W2122155061_W2204296285_W2439574675,https://openalex.org/W2122155061,https://openalex.org/W2204296285,https://openalex.org/W2439574675,0003-4975,2015,2015,2015,1,1,1,1,1.0,1,1,1.0,,,
411,W2060884499_W2213013921_W2474154479,https://openalex.org/W2060884499,https://openalex.org/W2213013921,https://openalex.org/W2474154479,0003-4975,2015,2015,2015,1,1,1,1,1.0,1,1,1.0,,,
412,W2143913584_W2292092841_W4205656729,https://openalex.org/W2143913584,https://openalex.org/W2292092841,https://openalex.org/W4205656729,0003-4975,2015,2016,2016,1,1,1,1,0.6,1,1,1.0,,,
413,W1577366042_W2233314070_W4242166062,https://openalex.org/W1577366042,https://openalex.org/W2233314070,https://openalex.org/W4242166062,0003-4975,2015,2016,2016,1,1,1,1,1.0,1,1,1.0,,,
414,W1577366042_W2279774501_W4252481699,https://openalex.org/W1577366042,https://openalex.org/W2279774501,https://openalex.org/W4252481699,0003-4975,2015,2016,2016,1,1,1,1,1.0,1,1,1.0,,,
415,W1901887027_W2345026584_W4240821818,https://openalex.org/W1901887027,https://openalex.org/W2345026584,https://openalex.org/W4240821818,0003-4975,2015,2016,2016,1,1,1,1,1.0,1,0,1.0,,,
416,W1131968745_W2342470496_W4254746197,https://openalex.org/W1131968745,https://openalex.org/W2342470496,https://openalex.org/W4254746197,0003-4975,2015,2016,2016,1,1,1,1,0.5714285714285714,1,1,1.0,,,
417,W2234362383_W2461789797_W4229654171,https://openalex.org/W2234362383,https://openalex.org/W2461789797,https://openalex.org/W4229654171,0003-4975,2016,2016,2016,1,1,1,1,1.0,1,1,1.0,,,
418,W2339669112_W2565866064_W4254250079,https://openalex.org/W2339669112,https://openalex.org/W2565866064,https://openalex.org/W4254250079,0003-4975,2016,2017,2017,1,1,1,1,0.6,1,1,1.0,,,
419,W2345317599_W2589056510_W4230683716,https://openalex.org/W2345317599,https://openalex.org/W2589056510,https://openalex.org/W4230683716,0003-4975,2016,2017,2017,1,1,1,1,0.5,1,1,1.0,,,
420,W2496435410_W2602577596_W4230880067,https://openalex.org/W2496435410,https://openalex.org/W2602577596,https://openalex.org/W4230880067,0003-4975,2016,2017,2017,1,1,1,1,0.75,1,1,1.0,,,
421,W2517192589_W2626873603_W4231895715,https://openalex.org/W2517192589,https://openalex.org/W2626873603,https://openalex.org/W4231895715,0003-4975,2016,2017,2017,1,1,1,1,1.0,1,1,1.0,,,
422,W2498171870_W2736725688_W4230374153,https://openalex.org/W2498171870,https://openalex.org/W2736725688,https://openalex.org/W4230374153,0003-4975,2016,2017,2017,1,1,1,1,0.5555555555555556,1,1,1.0,,,
423,W2044237878_W2737220640_W4230993740,https://openalex.org/W2044237878,https://openalex.org/W2737220640,https://openalex.org/W4230993740,0003-4975,2015,2017,2017,1,1,1,1,0.6,1,1,1.0,,,
424,W2532034567_W2769238797_W2775141202,https://openalex.org/W2532034567,https://openalex.org/W2769238797,https://openalex.org/W2775141202,0003-4975,2017,2017,2017,1,1,1,1,1.0,1,1,1.0,,,
425,W2565370122_W2774666980_W4243441645,https://openalex.org/W2565370122,https://openalex.org/W2774666980,https://openalex.org/W4243441645,0003-4975,2017,2018,2018,1,1,1,1,1.0,1,1,1.0,,,
426,W2598173240_W2792199834_W4242683319,https://openalex.org/W2598173240,https://openalex.org/W2792199834,https://openalex.org/W4242683319,0003-4975,2017,2018,2018,1,1,1,1,1.0,1,0,1.0,,,
427,W2626083655_W2803885561_W2788590133,https://openalex.org/W2626083655,https://openalex.org/W2803885561,https://openalex.org/W2788590133,0003-4975,2017,2018,2018,1,1,1,1,0.5,1,1,1.0,,,
428,W2499244250_W2890777944_W2896439889,https://openalex.org/W2499244250,https://openalex.org/W2890777944,https://openalex.org/W2896439889,0003-4975,2016,2019,2019,1,1,1,1,0.6666666666666666,1,1,1.0,,,
429,W2806890980_W2899758437_W2901750551,https://openalex.org/W2806890980,https://openalex.org/W2899758437,https://openalex.org/W2901750551,0003-4975,2018,2019,2019,1,1,1,1,1.0,1,1,1.0,,,
430,W2906318679_W2962195249_W2966652185,https://openalex.org/W2906318679,https://openalex.org/W2962195249,https://openalex.org/W2966652185,0003-4975,2019,2020,2020,1,1,1,1,0.5,1,1,1.0,,,
431,W2922550624_W2972666107_W2977319997,https://openalex.org/W2922550624,https://openalex.org/W2972666107,https://openalex.org/W2977319997,0003-4975,2019,2020,2020,1,1,1,1,0.5,1,0,1.0,,,
432,W2950089275_W3017131105_W3009981516,https://openalex.org/W2950089275,https://openalex.org/W3017131105,https://openalex.org/W3009981516,0003-4975,2019,2020,2020,1,1,1,1,0.5,1,1,1.0,,,
433,W3016340195_W3032385437_W3028900847,https://openalex.org/W3016340195,https://openalex.org/W3032385437,https://openalex.org/W3028900847,0003-4975,2020,2021,2021,1,1,1,1,0.5,1,1,1.0,,,
434,W2979739815_W3033471498_W3083138501,https://openalex.org/W2979739815,https://openalex.org/W3033471498,https://openalex.org/W3083138501,0003-4975,2020,2021,2021,1,1,1,1,1.0,1,1,1.0,,,
435,W2911944754_W3109656491_W3112021419,https://openalex.org/W2911944754,https://openalex.org/W3109656491,https://openalex.org/W3112021419,0003-4975,2019,2021,2021,1,1,1,1,0.6,1,0,1.0,,,
436,W2069671479_W2018292681_W2057590971,https://openalex.org/W2069671479,https://openalex.org/W2018292681,https://openalex.org/W2057590971,0003-4975,1998,2001,2001,1,1,1,1,0.5,1,0,1.0,,,
437,W2026468998_W2120967140_W4231533149,https://openalex.org/W2026468998,https://openalex.org/W2120967140,https://openalex.org/W4231533149,0003-4975,2005,2006,2006,1,1,1,1,0.6666666666666666,1,1,1.0,,,
438,W1965927514_W2078321826_W4248688158,https://openalex.org/W1965927514,https://openalex.org/W2078321826,https://openalex.org/W4248688158,0003-4975,2005,2006,2006,1,1,1,1,0.7142857142857143,1,1,1.0,,,
439,W2091749019_W3023536942_W4249915940,https://openalex.org/W2091749019,https://openalex.org/W3023536942,https://openalex.org/W4249915940,0003-4975,2005,2006,2006,1,1,1,1,0.5,1,0,1.0,,,
440,W2035942434_W2006889151_W4238426339,https://openalex.org/W2035942434,https://openalex.org/W2006889151,https://openalex.org/W4238426339,0003-4975,2006,2007,2007,1,1,1,1,1.0,1,1,1.0,,,
441,W2035942434_W2037943602_W4247816003,https://openalex.org/W2035942434,https://openalex.org/W2037943602,https://openalex.org/W4247816003,0003-4975,2006,2007,2007,1,1,1,1,1.0,1,1,1.0,,,
