triad_id,directory,has_final_results,missing_files,existing_files
triad_1412,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1413,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1414,data/final_generation_2,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_1415,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1416,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1417,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1418,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1419,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1420,data/final_generation_2,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_1421,data/final_generation_2,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_1422,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1423,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1424,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1425,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1426,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1427,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1428,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1429,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1430,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1431,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1432,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1433,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1434,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1435,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1436,data/final_generation_2,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_1437,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1438,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1439,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1440,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1441,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1442,data/final_generation_2,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_1443,data/final_generation_2,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_1444,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1445,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1446,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1447,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1448,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1449,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1450,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1451,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1452,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1453,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1454,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1455,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1456,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1457,data/final_generation_2,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_1458,data/final_generation_2,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_1459,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1460,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1461,data/final_generation_2,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_1462,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1463,data/final_generation_2,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_1464,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1465,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1466,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1467,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1468,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1469,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1470,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1471,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1472,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1473,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1474,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1475,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1476,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1477,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1478,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1479,data/final_generation_2,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_1480,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1481,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1482,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1483,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1484,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1485,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1486,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1487,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1488,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1489,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1490,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1491,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1492,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1493,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1494,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1495,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1496,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1497,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1498,data/final_generation_2,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_1499,data/final_generation_2,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_1500,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1501,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1502,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1503,data/final_generation_2,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_1504,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1505,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1506,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1507,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1508,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1509,data/final_generation_2,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_1510,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1511,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1512,data/final_generation_2,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_1513,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1514,data/final_generation_2,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_1515,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1516,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1517,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1518,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1519,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1520,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1521,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1522,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1523,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1524,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1525,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1526,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1527,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1528,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1529,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1530,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1531,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1532,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1533,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1534,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1535,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1536,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1537,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1538,data/final_generation_2,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_1539,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1540,data/final_generation_2,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_1541,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1542,data/final_generation_2,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_1543,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1544,data/final_generation_2,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_1545,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1546,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1547,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1548,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1549,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1550,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1551,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1552,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1553,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1554,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1555,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1556,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1557,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1558,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1559,data/final_generation_2,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_1560,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1561,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1562,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1563,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1564,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1565,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1566,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1567,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1568,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1569,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1570,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1571,data/final_generation_2,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_1572,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1573,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1574,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1575,data/final_generation_2,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_1576,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1577,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1578,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1579,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1580,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1581,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1582,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1583,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1584,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1585,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1586,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1587,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1588,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1589,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1590,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1591,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1592,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1593,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1594,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1595,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1596,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1597,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1598,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1599,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1600,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1601,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1602,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1603,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1604,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1605,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1606,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1607,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1608,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1609,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1610,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1611,data/final_generation_2,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_1612,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1613,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1614,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1615,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1616,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1617,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1618,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1619,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1620,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1621,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1622,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1623,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1624,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1625,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1626,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1627,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1628,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1629,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1630,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1631,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1632,data/final_generation_2,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_1633,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1634,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1635,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1636,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1637,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1638,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1639,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1640,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1641,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1642,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1643,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1644,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1645,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1646,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1647,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1648,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1649,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1650,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1651,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1652,data/final_generation_2,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_1653,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1654,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1655,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1656,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1657,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1658,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1659,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1660,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1661,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1662,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1663,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1664,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1665,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1666,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1667,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1668,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1669,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1670,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1671,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1672,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1673,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1674,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1675,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1676,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1677,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1678,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1679,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1680,data/final_generation_2,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_1681,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1682,data/final_generation_2,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_1683,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1684,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1685,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1686,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1687,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1688,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1689,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1690,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1691,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1692,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1693,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1694,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1695,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1696,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1697,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1698,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1699,data/final_generation_2,False,"critique_final.json, original_paper_final.json, response_final.json, summary.json",
triad_1700,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1701,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1702,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
triad_1703,data/final_generation_2,True,None,"critique_final.json, original_paper_final.json, response_final.json, summary.json"
